drug_a_ik14,drug_b_ik14,a_name,b_name,pair_id,n_faers_reports,faers_prr_max_strict,faers_ror95_lcl_max_strict,faers_pt_covered_strict,faers_best_pt_code_strict
GOEMGAFJFRBGGG,MLKXDPUZXIRXEP,Acebutolol,Sulindac,GOEMGAFJFRBGGG::MLKXDPUZXIRXEP,0,,,,
IBLNKMRFIPWSOY,NEGYEDYHPHMHGK,Stiripentol,4-Methoxyamphetamine,IBLNKMRFIPWSOY::NEGYEDYHPHMHGK,0,,,,
METKIMKYRPQLGS,NEJVQQBBTRFOHB,(R)-Atenolol,Curcumin sulfate,METKIMKYRPQLGS::NEJVQQBBTRFOHB,0,,,,
KANJSNBRCNMZMV,WOZSCQDILHKSGG,Fondaparinux,Adefovir dipivoxil,KANJSNBRCNMZMV::WOZSCQDILHKSGG,0,,,,
HMJIYCCIJYRONP,ZBVKEHDGYSLCCC,Isradipine,Seratrodast,HMJIYCCIJYRONP::ZBVKEHDGYSLCCC,0,,,,
VPJXQGSRWJZDOB,YLJREFDVOIBQDA,Carbamoylcholine,Tacrine,VPJXQGSRWJZDOB::YLJREFDVOIBQDA,0,,,,
SBDNJUWAMKYJOX,WJBLNOPPDWQMCH,Meclofenamic acid,Nalmefene,SBDNJUWAMKYJOX::WJBLNOPPDWQMCH,0,,,,
BZKPWHYZMXOIDC,FEZBIKUBAYAZIU,Acetazolamide,Trimethobenzamide,BZKPWHYZMXOIDC::FEZBIKUBAYAZIU,8,,,,
DHAHKSQXIXFZJB,MNIPYSSQXLZQLJ,Patent Blue,Aceclofenac,DHAHKSQXIXFZJB::MNIPYSSQXLZQLJ,0,,,,
FOCVUCIESVLUNU,FPVKHBSQESCIEP,Thiotepa,Pentostatin,FOCVUCIESVLUNU::FPVKHBSQESCIEP,1,,,,
ANMLJLFWUCQGKZ,USRHYDPUVLEVMC,Talniflumate,Dapoxetine,ANMLJLFWUCQGKZ::USRHYDPUVLEVMC,0,,,,
MVFGUOIZUNYYSO,VEQOALNAAJBPNY,Prilocaine,Antipyrine,MVFGUOIZUNYYSO::VEQOALNAAJBPNY,1,,,,
QYIYFLOTGYLRGG,ZZUFCTLCJUWOSV,Cefaclor,Furosemide,QYIYFLOTGYLRGG::ZZUFCTLCJUWOSV,135,,,,
HSUGRBWQSSZJOP,RKUNBYITZUJHSG,Diltiazem,Atropine,HSUGRBWQSSZJOP::RKUNBYITZUJHSG,185,9811.029095509171,2855.5500229562467,1,16280284
OKHAOBQKCCIRLO,XUBOMFCQGDBHNK,Melengestrol,Gatifloxacin,OKHAOBQKCCIRLO::XUBOMFCQGDBHNK,0,,,,
LPMXVESGRSUGHW,MQTOSJVFKKJCRP,Ouabain,Azithromycin,LPMXVESGRSUGHW::MQTOSJVFKKJCRP,0,,,,
PTXGHCGBYMQQIG,RZJQGNCSTQAWON,Proglumetacin,Rofecoxib,PTXGHCGBYMQQIG::RZJQGNCSTQAWON,0,,,,
CAHCBJPUTCKATP,KJFMBFZCATUALV,Etorphine,Phenolphthalein,CAHCBJPUTCKATP::KJFMBFZCATUALV,0,,,,
HFHZKZSRXITVMK,IQUHNCOJRJBMSU,Oxyphenbutazone,Gadoteridol,HFHZKZSRXITVMK::IQUHNCOJRJBMSU,0,,,,
JUQLTPCYUFPYKE,QYKIQEUNHZKYBP,Ritanserin,Vinyl ether,JUQLTPCYUFPYKE::QYKIQEUNHZKYBP,0,,,,
CHHXEZSCHQVSRE,FJXOGVLKCZQRDN,Lobeglitazone,Alclometasone,CHHXEZSCHQVSRE::FJXOGVLKCZQRDN,0,,,,
MLKXDPUZXIRXEP,NCEXYHBECQHGNR,Sulindac,Sulfasalazine,MLKXDPUZXIRXEP::NCEXYHBECQHGNR,70,,,,
MSYUMPGNGDNTIQ,PWAJCNITSBZRBL,Dixyrazine,Ketazolam,MSYUMPGNGDNTIQ::PWAJCNITSBZRBL,0,,,,
DFEYYRMXOJXZRJ,PEDCQBHIVMGVHV,Sevoflurane,Glycerin,DFEYYRMXOJXZRJ::PEDCQBHIVMGVHV,0,,,,
AEQDJSLRWYMAQI,GXDALQBWZGODGZ,Tetrahydropalmatine,Astemizole,AEQDJSLRWYMAQI::GXDALQBWZGODGZ,0,,,,
WUBBRNOQWQTFEX,XVQUOJBERHHONY,Aminosalicylic acid,Dexisometheptene mucate,WUBBRNOQWQTFEX::XVQUOJBERHHONY,0,,,,
GMZVRMREEHBGGF,JBIWCJUYHHGXTC,Piracetam,Doxycycline,GMZVRMREEHBGGF::JBIWCJUYHHGXTC,1,,,,
PBJUNZJWGZTSKL,SADQVAVFGNTEOD,Tiagabine,Indalpine,PBJUNZJWGZTSKL::SADQVAVFGNTEOD,0,,,,
CUIHSIWYWATEQL,VHYCDWMUTMEGQY,Pazopanib,Bisoprolol,CUIHSIWYWATEQL::VHYCDWMUTMEGQY,11,,,,
BJVVMKUXKQHWJK,FUBVWMNBEHXPSU,Talbutal,Moricizine,BJVVMKUXKQHWJK::FUBVWMNBEHXPSU,0,,,,
NSTRIRCPWQHTIA,ZEUITGRIYCTCEM,Carbetocin,Duloxetine,NSTRIRCPWQHTIA::ZEUITGRIYCTCEM,0,,,,
CDAISMWEOUEBRE,HUNXMJYCHXQEGX,D-chiro-Inositol,Zaleplon,CDAISMWEOUEBRE::HUNXMJYCHXQEGX,0,,,,
LRMJAFKKJLRDLE,PUXBGTOOZJQSKH,Dotarizine,Carprofen,LRMJAFKKJLRDLE::PUXBGTOOZJQSKH,0,,,,
HSWPZIDYAHLZDD,SYTBZMRGLBWNTM,Atipamezole,Esflurbiprofen,HSWPZIDYAHLZDD::SYTBZMRGLBWNTM,0,,,,
KKGQTZUTZRNORY,VTWKPILBIUBMDS,Fingolimod,Fluclorolone,KKGQTZUTZRNORY::VTWKPILBIUBMDS,0,,,,
IPOKCKJONYRRHP,QNEXFJFTGQBXBJ,Balsalazide,Phenoxypropazine,IPOKCKJONYRRHP::QNEXFJFTGQBXBJ,0,,,,
IUBSYMUCCVWXPE,VLPIATFUUWWMKC,Metoprolol,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",IUBSYMUCCVWXPE::VLPIATFUUWWMKC,147,,,,
STECJAGHUSJQJN,WMWTYOKRWGGJOA,Scopolamine,Fluticasone propionate,STECJAGHUSJQJN::WMWTYOKRWGGJOA,100,166743.51089108913,45017.25310504613,1,18477203
LRJOMUJRLNCICJ,MCIACXAZCBVDEE,Prednisolone acetate,Ertugliflozin,LRJOMUJRLNCICJ::MCIACXAZCBVDEE,0,,,,
BQJCRHHNABKAKU,HOOSGZJRQIVJSZ,Morphine,Clidinium,BQJCRHHNABKAKU::HOOSGZJRQIVJSZ,2,,,,
IYJMSDVSVHDVGT,QYSPLQLAKJAUJT,Metildigoxin,Piroxicam,IYJMSDVSVHDVGT::QYSPLQLAKJAUJT,1,,,,
PUXBGTOOZJQSKH,VRYMTAVOXVTQEF,Carprofen,Moxisylyte,PUXBGTOOZJQSKH::VRYMTAVOXVTQEF,0,,,,
KGFYHTZWPPHNLQ,LUKBXSAWLPMMSZ,Rivaroxaban,Resveratrol,KGFYHTZWPPHNLQ::LUKBXSAWLPMMSZ,0,,,,
IPVQLZZIHOAWMC,OWYLAEYXIQKAOL,Perindopril,Buflomedil,IPVQLZZIHOAWMC::OWYLAEYXIQKAOL,0,,,,
DCOPUUMXTXDBNB,UBVZQGOVTLIHLH,Diclofenac,Topiroxostat,DCOPUUMXTXDBNB::UBVZQGOVTLIHLH,0,,,,
JICJBGPOMZQUBB,YEEZWCHGZNKEEK,Tianeptine,Zafirlukast,JICJBGPOMZQUBB::YEEZWCHGZNKEEK,0,,,,
PQXKDMSYBGKCJA,SVUOLADPCWQTTE,Lurasidone,"1,2-Benzodiazepine",PQXKDMSYBGKCJA::SVUOLADPCWQTTE,2,,,,
CUHVIMMYOGQXCV,DDINXHAORAAYAD,Dexmedetomidine,Aripiprazole lauroxil,CUHVIMMYOGQXCV::DDINXHAORAAYAD,0,,,,
FHNFHKCVQCLJFQ,ZTWZVMIYIIVABD,Xenon,Candoxatril,FHNFHKCVQCLJFQ::ZTWZVMIYIIVABD,0,,,,
DKMFBWQBDIGMHM,MUMGGOZAMZWBJJ,Melperone,"(1,2,6,7-3H)Testosterone",DKMFBWQBDIGMHM::MUMGGOZAMZWBJJ,0,,,,
BFZKMNSQCNVFGM,VDANGULDQQJODZ,Sagopilone,Chloroprocaine,BFZKMNSQCNVFGM::VDANGULDQQJODZ,0,,,,
BLUAFEHZUWYNDE,IQVRBWUUXZMOPW,Artemisinin,Istradefylline,BLUAFEHZUWYNDE::IQVRBWUUXZMOPW,0,,,,
ANTSCNMPPGJYLG,RBQOQRRFDPXAGN,Chlordiazepoxide,Propentofylline,ANTSCNMPPGJYLG::RBQOQRRFDPXAGN,0,,,,
DOMHWKQEPDYUQX,FNPXMHRZILFCKX,Gitoformate,Prednicarbate,DOMHWKQEPDYUQX::FNPXMHRZILFCKX,0,,,,
GIIZNNXWQWCKIB,WFTSRDISOMSAQC,Salmeterol,Bietaserpine,GIIZNNXWQWCKIB::WFTSRDISOMSAQC,0,,,,
VZYCZNZBPPHOFY,WFTSRDISOMSAQC,Thioproperazine,Bietaserpine,VZYCZNZBPPHOFY::WFTSRDISOMSAQC,0,,,,
QYIYFLOTGYLRGG,WHTVZRBIWZFKQO,Cefaclor,Chloroquine,QYIYFLOTGYLRGG::WHTVZRBIWZFKQO,0,,,,
DGBIGWXXNGSACT,UPSPUYADGBWSHF,Clonazepam,Tolmetin,DGBIGWXXNGSACT::UPSPUYADGBWSHF,1,,,,
OZVBMTJYIDMWIL,UUOJIACWOAYWEZ,Bromocriptine,Bopindolol,OZVBMTJYIDMWIL::UUOJIACWOAYWEZ,0,,,,
LJVAJPDWBABPEJ,PVLJETXTTWAYEW,Telithromycin,Mizolastine,LJVAJPDWBABPEJ::PVLJETXTTWAYEW,0,,,,
BPZSYCZIITTYBL,DBGIVFWFUFKIQN,Arformoterol,Dexfenfluramine,BPZSYCZIITTYBL::DBGIVFWFUFKIQN,0,,,,
ULFRLSNUDGIQQP,XCGSFFUVFURLIX,Rizatriptan,Ergotamine,ULFRLSNUDGIQQP::XCGSFFUVFURLIX,25,,,,
IPVQLZZIHOAWMC,NQHNLNLJPDMBFN,Perindopril,Otilonium,IPVQLZZIHOAWMC::NQHNLNLJPDMBFN,0,,,,
KJFBVJALEQWJBS,NCDNCNXCDXHOMX,Maribavir,Ritonavir,KJFBVJALEQWJBS::NCDNCNXCDXHOMX,1,,,,
GVEAYVLWDAFXET,WTQYWNWRJNXDEG,Pancuronium,Anisodamine,GVEAYVLWDAFXET::WTQYWNWRJNXDEG,0,,,,
BZKPWHYZMXOIDC,QXWYKJLNLSIPIN,Acetazolamide,Droxidopa,BZKPWHYZMXOIDC::QXWYKJLNLSIPIN,0,,,,
AEUTYOVWOVBAKS,YHXISWVBGDMDLQ,Ethambutol,Moclobemide,AEUTYOVWOVBAKS::YHXISWVBGDMDLQ,0,,,,
CVKNDPRBJVBDSS,HTQMVQVXFRQIKW,Cicletanine,Candesartan,CVKNDPRBJVBDSS::HTQMVQVXFRQIKW,0,,,,
DQMZLTXERSFNPB,PIJVFDBKTWXHHD,Primidone,Physostigmine,DQMZLTXERSFNPB::PIJVFDBKTWXHHD,0,,,,
DMJWENQHWZZWDF,RYBJORHCUPVNMB,Ecopipam,Dopexamine,DMJWENQHWZZWDF::RYBJORHCUPVNMB,0,,,,
SNPPWIUOZRMYNY,SQYNKIJPMDEDEG,Bupropion,Paraldehyde,SNPPWIUOZRMYNY::SQYNKIJPMDEDEG,0,,,,
MHIGBKBJSQVXNH,OJMMVQQUTAEWLP,Metacycline,Lincomycin,MHIGBKBJSQVXNH::OJMMVQQUTAEWLP,0,,,,
BPICBUSOMSTKRF,RTHCYVBBDHJXIQ,Xylazine,(R)-Fluoxetine,BPICBUSOMSTKRF::RTHCYVBBDHJXIQ,8,,,,
GXJABQQUPOEUTA,PWACSDKDOHSSQD,Bortezomib,Acrivastine,GXJABQQUPOEUTA::PWACSDKDOHSSQD,4,,,,
GLLPUTYLZIKEGF,PWHROYKAGRUWDQ,Ridogrel,Difenpiramide,GLLPUTYLZIKEGF::PWHROYKAGRUWDQ,0,,,,
FAIIFDPAEUKBEP,OWWLUIWOFHMHOQ,Nilvadipine,Pipecuronium,FAIIFDPAEUKBEP::OWWLUIWOFHMHOQ,0,,,,
KPYSYYIEGFHWSV,WDLWHQDACQUCJR,Arbaclofen,Cefprozil,KPYSYYIEGFHWSV::WDLWHQDACQUCJR,15,,,,
HDACQVRGBOVJII,XFYDIVBRZNQMJC,Ramipril,Tizanidine,HDACQVRGBOVJII::XFYDIVBRZNQMJC,230,41110.73283858998,11866.68181539306,2,18142157
LEQAKWQJCITZNK,XPFRXWCVYUEORT,Thiocolchicoside,Phenacemide,LEQAKWQJCITZNK::XPFRXWCVYUEORT,0,,,,
CLKOFPXJLQSYAH,LXBIFEVIBLOUGU,Bacitracin,1-deoxymannojirimycin,CLKOFPXJLQSYAH::LXBIFEVIBLOUGU,0,,,,
PEMUGDMSUDYLHU,SLRCCWJSBJZJBV,Adagrasib,beta-Isosparteine,PEMUGDMSUDYLHU::SLRCCWJSBJZJBV,0,,,,
JDUBGYFRJFOXQC,TUZYXOIXSAXUGO,Capivasertib,Pravastatin,JDUBGYFRJFOXQC::TUZYXOIXSAXUGO,1,,,,
IPOPQVVNCFQFRK,YBAWYTYNMZWMMJ,Phenoperidine,Idalopirdine,IPOPQVVNCFQFRK::YBAWYTYNMZWMMJ,0,,,,
AHYMHWXQRWRBKT,MUMGGOZAMZWBJJ,Tepotinib,"(1,2,6,7-3H)Testosterone",AHYMHWXQRWRBKT::MUMGGOZAMZWBJJ,0,,,,
MEZLKOACVSPNER,UOACKFBJUYNSLK,L-deprenyl-D2 C-11,Estradiol cypionate,MEZLKOACVSPNER::UOACKFBJUYNSLK,0,,,,
ODQWQRRAPPTVAG,YXRDKMPIGHSVRX,Cidoxepin,Rocuronium,ODQWQRRAPPTVAG::YXRDKMPIGHSVRX,9,,,,
GFBKORZTTCHDGY,PTOIAAWZLUQTIO,Thiothixene,Tasimelteon,GFBKORZTTCHDGY::PTOIAAWZLUQTIO,0,,,,
DCSUBABJRXZOMT,NFBAXHOPROOJAW,Cisapride,Phenindione,DCSUBABJRXZOMT::NFBAXHOPROOJAW,0,,,,
HWXIGFIVGWUZAO,ZYTXTXAMMDTYDQ,Doxofylline,Vamorolone,HWXIGFIVGWUZAO::ZYTXTXAMMDTYDQ,0,,,,
SPFYMRJSYKOXGV,YASAKCUCGLMORW,Enrofloxacin,Rosiglitazone,SPFYMRJSYKOXGV::YASAKCUCGLMORW,0,,,,
DQKXQSGTHWVTAD,XZNUGFQTQHRASN,Pramocaine,Apramycin,DQKXQSGTHWVTAD::XZNUGFQTQHRASN,0,,,,
HDOZVRUNCMBHFH,SMANXXCATUTDDT,Zotepine,Flunarizine,HDOZVRUNCMBHFH::SMANXXCATUTDDT,0,,,,
KVJXBPDAXMEYOA,OKJCFMUGMSVJBG,Trilostane,1-Testosterone,KVJXBPDAXMEYOA::OKJCFMUGMSVJBG,0,,,,
PHXJVRSECIGDHY,ZPUCINDJVBIVPJ,Ponatinib,Cocaine,PHXJVRSECIGDHY::ZPUCINDJVBIVPJ,0,,,,
GUYMHFIHHOEFOA,HGBFRHCDYZJRAO,Carmegliptin,Buthiazide,GUYMHFIHHOEFOA::HGBFRHCDYZJRAO,0,,,,
PGKXDIMONUAMFR,WIQRCHMSJFFONW,Saredutant,Seproxetine,PGKXDIMONUAMFR::WIQRCHMSJFFONW,0,,,,
ULGZDMOVFRHVEP,WFNAKBGANONZEQ,Erythromycin,Chlorcyclizine,ULGZDMOVFRHVEP::WFNAKBGANONZEQ,0,,,,
BCGWQEUPMDMJNV,WVYADZUPLLSGPU,Imipramine,Salsalate,BCGWQEUPMDMJNV::WVYADZUPLLSGPU,2,,,,
AYXYPKUFHZROOJ,XZWYZXLIPXDOLR,Pregabalin,Metformin,AYXYPKUFHZROOJ::XZWYZXLIPXDOLR,4301,29847.120874012086,1786.1477709408168,5,17750120
AEUTYOVWOVBAKS,MXUNKHLAEDCYJL,Ethambutol,Toloxatone,AEUTYOVWOVBAKS::MXUNKHLAEDCYJL,0,,,,
QPCVHQBVMYCJOM,TVURRHSHRRELCG,Propiverine,Fenoldopam,QPCVHQBVMYCJOM::TVURRHSHRRELCG,0,,,,
NIJJYAXOARWZEE,RSEPBGGWRJCQGY,Valproate bismuth,Estradiol valerate,NIJJYAXOARWZEE::RSEPBGGWRJCQGY,0,,,,
IVVNZDGDKPTYHK,NGKZFDYBISXGGS,Pinacidil,Deoxyepinephrine,IVVNZDGDKPTYHK::NGKZFDYBISXGGS,0,,,,
HMJIYCCIJYRONP,ZQDWXGKKHFNSQK,Isradipine,Hydroxyzine,HMJIYCCIJYRONP::ZQDWXGKKHFNSQK,14,,,,
FHNFHKCVQCLJFQ,WXFIGDLSSYIKKV,Xenon,Metaraminol,FHNFHKCVQCLJFQ::WXFIGDLSSYIKKV,0,,,,
HTIQEAQVCYTUBX,ZKMNUMMKYBVTFN,Amlodipine,Ropivacaine,HTIQEAQVCYTUBX::ZKMNUMMKYBVTFN,36,,,,
QJJXYPPXXYFBGM,VEGXETMJINRLTH,Tacrolimus,Gentamicin C1a,QJJXYPPXXYFBGM::VEGXETMJINRLTH,159,,,,
GECBBEABIDMGGL,RSEPBGGWRJCQGY,Nabilone,Estradiol valerate,GECBBEABIDMGGL::RSEPBGGWRJCQGY,0,,,,
RMMXTBMQSGEXHJ,VDTNNGKXZGSZIP,Aminophenazone,Carbutamide,RMMXTBMQSGEXHJ::VDTNNGKXZGSZIP,0,,,,
ANEBWFXPVPTEET,DHMQDGOQFOQNFH,Manidipine,Aluminium glycinate,ANEBWFXPVPTEET::DHMQDGOQFOQNFH,0,,,,
PWWVAXIEGOYWEE,ZYVXHFWBYUDDBM,Promethazine,N-methylnicotinamide,PWWVAXIEGOYWEE::ZYVXHFWBYUDDBM,0,,,,
NZXKDOXHBHYTKP,XPCFTKFZXHTYIP,Methohexital,Benazepril,NZXKDOXHBHYTKP::XPCFTKFZXHTYIP,0,,,,
DDHUTBKXLWCZCO,NTJOBXMMWNYJFB,Pinaverium,Amisulpride,DDHUTBKXLWCZCO::NTJOBXMMWNYJFB,0,,,,
GKCBAIGFKIBETG,QYKIQEUNHZKYBP,Tetracaine,Vinyl ether,GKCBAIGFKIBETG::QYKIQEUNHZKYBP,0,,,,
ODFHGIPNGIAMDK,UWFYSQMTEOIJJG,Azidocillin,Cyproterone acetate,ODFHGIPNGIAMDK::UWFYSQMTEOIJJG,0,,,,
SSEBTPPFLLCUMN,YARKMNAWFIMDKV,Bufuralol,Epanolol,SSEBTPPFLLCUMN::YARKMNAWFIMDKV,0,,,,
HJZKOAYDRQLPME,JRYZEMHNDUZNMI,Oxidronic acid,Hydrolyzed Cephalothin,HJZKOAYDRQLPME::JRYZEMHNDUZNMI,0,,,,
AGMMTXLNIQSRCG,WPGGHFDDFPHPOB,Quinethazone,Mitiglinide,AGMMTXLNIQSRCG::WPGGHFDDFPHPOB,0,,,,
QFJCIRLUMZQUOT,RENRQMCACQEWFC,Sirolimus,Iptacopan,QFJCIRLUMZQUOT::RENRQMCACQEWFC,0,,,,
OIGNJSKKLXVSLS,RWZVPVOZTJJMNU,Prednisolone,Demecarium,OIGNJSKKLXVSLS::RWZVPVOZTJJMNU,0,,,,
OOGJQPCLVADCPB,PJBFVWGQFLYWCB,Tolterodine,Rolofylline,OOGJQPCLVADCPB::PJBFVWGQFLYWCB,0,,,,
YIBOMRUWOWDFLG,YNVGQYHLRCDXFQ,Rilpivirine,Lynestrenol,YIBOMRUWOWDFLG::YNVGQYHLRCDXFQ,0,,,,
GXPHKUHSUJUWKP,VACCAVUAMIDAGB,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",Sulfamethizole,GXPHKUHSUJUWKP::VACCAVUAMIDAGB,0,,,,
LPXQRXLUHJKZIE,SQYNKIJPMDEDEG,8-azaguanine,Paraldehyde,LPXQRXLUHJKZIE::SQYNKIJPMDEDEG,0,,,,
WWNUCVSRRUDYPP,YXSLJKQTIDHPOT,Fabomotizole,Atracurium besylate,WWNUCVSRRUDYPP::YXSLJKQTIDHPOT,0,,,,
ICLWTJIMXVISSR,MXUNKHLAEDCYJL,Gallamine,Toloxatone,ICLWTJIMXVISSR::MXUNKHLAEDCYJL,0,,,,
GUYMHFIHHOEFOA,NGBFQHCMQULJNZ,Carmegliptin,Torasemide,GUYMHFIHHOEFOA::NGBFQHCMQULJNZ,0,,,,
MQQNFDZXWVTQEH,UJLAWZDWDVHWOW,Nafamostat,Tofacitinib,MQQNFDZXWVTQEH::UJLAWZDWDVHWOW,0,,,,
FPHLBGOJWPEVME,UEQUQVLFIPOEMF,Alminoprofen,Mianserin,FPHLBGOJWPEVME::UEQUQVLFIPOEMF,0,,,,
QFJCIRLUMZQUOT,VWQWXZAWFPZJDA,Sirolimus,Hydrocortisone succinate,QFJCIRLUMZQUOT::VWQWXZAWFPZJDA,7,,,,
KJHKTHWMRKYKJE,ZSDBFLMJVAGKOU,Lopinavir,Glycerol phenylbutyrate,KJHKTHWMRKYKJE::ZSDBFLMJVAGKOU,0,,,,
FYDWDCIFZSGNBU,RGLYKWWBQGJZGM,Revefenacin,Diethylstilbestrol,FYDWDCIFZSGNBU::RGLYKWWBQGJZGM,0,,,,
BQTXJHAJMDGOFI,NPAGDVCDWIYMMC,Dexamethasone isonicotinate,Nandrolone,BQTXJHAJMDGOFI::NPAGDVCDWIYMMC,0,,,,
IUJDSEJGGMCXSG,VPMRSLWWUXNYRY,Thiopental,Benzhydrocodone,IUJDSEJGGMCXSG::VPMRSLWWUXNYRY,0,,,,
AXOIZCJOOAYSMI,SLVCCRYLKTYUQP,Succinylcholine,Fluperolone,AXOIZCJOOAYSMI::SLVCCRYLKTYUQP,0,,,,
BYPFEZZEUUWMEJ,UUWFGEKEQSCSMB,Pentoxifylline,Cephalothin Group,BYPFEZZEUUWMEJ::UUWFGEKEQSCSMB,0,,,,
BALLNEJQLSTPIO,VXMOONUMYLCFJD,Fruquintinib,Barnidipine,BALLNEJQLSTPIO::VXMOONUMYLCFJD,0,,,,
AFJYYKSVHJGXSN,BPRHUIZQVSMCRT,Selamectin,Rosuvastatin,AFJYYKSVHJGXSN::BPRHUIZQVSMCRT,0,,,,
DQMZLTXERSFNPB,WPUKUEMZZRVAKZ,Primidone,Pipenzolate,DQMZLTXERSFNPB::WPUKUEMZZRVAKZ,0,,,,
DHMQDGOQFOQNFH,ZKFQEACEUNWPMT,Aluminium glycinate,Azelnidipine,DHMQDGOQFOQNFH::ZKFQEACEUNWPMT,0,,,,
WCJFBSYALHQBSK,WDEFBBTXULIOBB,Normethadone,Dextilidine,WCJFBSYALHQBSK::WDEFBBTXULIOBB,0,,,,
HJXMNVQARNZTEE,RJMIEHBSYVWVIN,Butylphthalide,Indoprofen,HJXMNVQARNZTEE::RJMIEHBSYVWVIN,0,,,,
DOAKLVKFURWEDJ,XZXHXSATPCNXJR,Daptomycin,Nintedanib,DOAKLVKFURWEDJ::XZXHXSATPCNXJR,0,,,,
FHNFHKCVQCLJFQ,WVVSZNPYNCNODU,Xenon,Ergometrine,FHNFHKCVQCLJFQ::WVVSZNPYNCNODU,0,,,,
DZOJBGLFWINFBF,KORNTPPJEAJQIU,Osanetant,Cabergoline,DZOJBGLFWINFBF::KORNTPPJEAJQIU,0,,,,
IUCCYQIEZNQWRS,SDUQYLNIPVEERB,Ularitide,Gemcitabine,IUCCYQIEZNQWRS::SDUQYLNIPVEERB,0,,,,
SMSRCGPDNDCXFR,WZOZEZRFJCJXNZ,Cefbuperazone,Cefoxitin,SMSRCGPDNDCXFR::WZOZEZRFJCJXNZ,0,,,,
RPYWXZCFYPVCNQ,VHOGYURTWQBHIL,GTS-21,Leflunomide,RPYWXZCFYPVCNQ::VHOGYURTWQBHIL,0,,,,
IVTVGDXNLFLDRM,ZJVFLBOZORBYFE,Raltitrexed,Ibudilast,IVTVGDXNLFLDRM::ZJVFLBOZORBYFE,0,,,,
DRLFMBDRBRZALE,YNNUSGIPVFPVBX,Melatonin,Clemastine,DRLFMBDRBRZALE::YNNUSGIPVFPVBX,34,,,,
AEUTYOVWOVBAKS,KPVIXBKIJXZQJX,Ethambutol,Lefamulin,AEUTYOVWOVBAKS::KPVIXBKIJXZQJX,0,,,,
NPEYATQABYMBPM,VVNCNSJFMMFHPL,Magnesium trisilicate,Penicillamine,NPEYATQABYMBPM::VVNCNSJFMMFHPL,0,,,,
LBXHRAWDUMTPSE,SEEPANYCNGTZFQ,Clopamide,Silver sulfadiazine,LBXHRAWDUMTPSE::SEEPANYCNGTZFQ,0,,,,
BUJAGSGYPOAWEI,SMANXXCATUTDDT,Tocainide,Flunarizine,BUJAGSGYPOAWEI::SMANXXCATUTDDT,0,,,,
PYNXFZCZUAOOQC,XUIIKFGFIJCVMT,Sacubitril,Dextrothyroxine,PYNXFZCZUAOOQC::XUIIKFGFIJCVMT,61,,,,
MITFXPHMIHQXPI,WVTKBKWTSCPRNU,Benoxaprofen,Tetrandrine,MITFXPHMIHQXPI::WVTKBKWTSCPRNU,0,,,,
BCQTVJKBTWGHCX,DDNCQMVWWZOMLN,Pilsicainide,Vinpocetine,BCQTVJKBTWGHCX::DDNCQMVWWZOMLN,0,,,,
JSDXOWVAHXDYCU,MQQNFDZXWVTQEH,Cefminox,Nafamostat,JSDXOWVAHXDYCU::MQQNFDZXWVTQEH,0,,,,
AXQACEQYCPKDMV,VPMRSLWWUXNYRY,Naldemedine,Benzhydrocodone,AXQACEQYCPKDMV::VPMRSLWWUXNYRY,0,,,,
AHOUBRCZNHFOSL,FFYPRJYSJODFFD,Paroxetine,9-Deazaguanine,AHOUBRCZNHFOSL::FFYPRJYSJODFFD,0,,,,
NKANXQFJJICGDU,NSQSAUGJQHDYNO,Tamoxifen,Tazemetostat,NKANXQFJJICGDU::NSQSAUGJQHDYNO,0,,,,
APQPGQGAWABJLN,UBZPNQRBUOBBLN,Floctafenine,Serdexmethylphenidate,APQPGQGAWABJLN::UBZPNQRBUOBBLN,0,,,,
MLBVMOWEQCZNCC,NSQSAUGJQHDYNO,Fosamprenavir,Tazemetostat,MLBVMOWEQCZNCC::NSQSAUGJQHDYNO,0,,,,
NFBAXHOPROOJAW,SRZNHPXWXCNNDU,Phenindione,Cefotetan,NFBAXHOPROOJAW::SRZNHPXWXCNNDU,0,,,,
HEFNNWSXXWATRW,VWVSBHGCDBMOOT,Dexibuprofen,Desoximetasone,HEFNNWSXXWATRW::VWVSBHGCDBMOOT,6200,16415.520238671183,968.9893820265972,19,11519456
RTGDFNSFWBGLEC,XZWYZXLIPXDOLR,Mycophenolate mofetil,Metformin,RTGDFNSFWBGLEC::XZWYZXLIPXDOLR,1013,2039.229322813938,574.5007339843971,1,15396329
CBQGYUDMJHNJBX,CEIJFEGBUDEYSX,Esreboxetine,Tandospirone,CBQGYUDMJHNJBX::CEIJFEGBUDEYSX,0,,,,
JXLYSJRDGCGARV,QTGIAADRBBLJGA,Vinblastine,Articaine,JXLYSJRDGCGARV::QTGIAADRBBLJGA,0,,,,
GXDALQBWZGODGZ,YKPUWZUDDOIDPM,Astemizole,Capsaicin,GXDALQBWZGODGZ::YKPUWZUDDOIDPM,0,,,,
BXMFKNRZTLNAFY,ZGXJTSGNIOSYLO,Metabutethamine,Aminolevulinic acid,BXMFKNRZTLNAFY::ZGXJTSGNIOSYLO,0,,,,
